Sr No,tweet,label
6073,"Allah Tallah #Bless  and protect everyone and us  from every virus and disease.....Ameen ????
#CoronavirusOutbreak
#co
#coronavirus

#coronarvirues

#coronarvirus",1
6074,"Advice ??
#Corona #CoronarVirus #CoronaVirus #CoronaPhobia #Coronavirusec #Coronavirus #CoronavirusOutbreak #WuhanCoronavirus #CoronaVirusCanada #CoronaVirusWorld #CoronaVirusChina #CoronaVirusafrica #CoronaVirusUsa #WuhanCoronavirusOutbreak #CoronaVirusFrance #CoronaVirusIndia https://t.co/Ri6HKyodZR",1
6075,"Our Brave China Police deliver Warm Heart Remind to Citizens, Serve the People.  ???????? #coronavirus #Coronaphobia #CoronaOutbreak #CoronaVirusCanada #coronavirusafrica #CoronavirusOutbreak
https://t.co/SegiaY4Dv4",1
6076,"$NDX $SPX stocks that could benefit from #coronavirus: 

1. $CEMI Diagnostic company: prevent the spread of infectious diseases. Our innovative solutions, like the Chembio Dual Path Platform (DPP®), make POC testing faster, more accurate, and more cost effective.",1
6077,"Apple #shutsdown all stores and corporate offices in China amid the continued Wuhan #coronavirus outbreak ??

#MMV #MMVcompany
https://t.co/jRENXB8JYV",1
6078,Wuhan authorities packing some serious heat ?? #coronarvirus #coronavirusuk #coronavirusargentina #Corona #coronavirusaustralia #coronavirusindia #coronavirusecuador #coronavirususa @BNODesk,2
6079,"??Is the Wuhan Coronavirus , A Bio Weapon stolen from Canada  And Intentionally Released in China !

#coronavirus #corona #?????? #????? #virus #China #helpchina #urbansurvival #repost #breakingNews #2019ncov

https://t.co/QP00wady0U",1
6080,"????????????This is soooooooo sad!?????????? 

People are dropping Dead in broad daylight, like flies of the #coronavirus 

Lord G-d, Have Mercy in Yeshua Holy Mighty name. Amen?????????? https://t.co/E5ZKUff9pF",1
6081,"#Wirral #Quarantine #CoronaVirus
+++

I have seen the accommodation of the British patients on TV

They are using a normal University Student block of flats

Queries
----
Toilets, Baths, Showers etc.
How is potentially contaminated body waste being dealt with???????????

#UKGov https://t.co/ad3JPuFHgk",1
6082,#coronavirus TOUCHED DOWN IN BOSTON I FUCKING KNEW IT WE ALL GON DIE ?????? https://t.co/lyYoBlsXjU,1
6083,?? #Coronavirus outbreaks in #China https://t.co/S3GJtdhY7h,1
6084,?? #Coronavirus outbreaks Worldwide https://t.co/IhVXQrdSQ6,2
6085,?? #Coronavirus outbreaks https://t.co/dFSTjLHAJ7,2
6086,"This website is a product of day on ProductHunt ?? Looks like hysteria around #coronavirus bigger than the real problem. 

FYI In 2019 because of #flu 61,200 people died and nobody talking about that ?????

https://t.co/n8srnV0Htl https://t.co/SV85MRMO12",2
6087,#coronavirus #coronavirusitalia #rischi come gestirli ??https://t.co/pgoyFdLw60,2
6088,"?Smh the #coronavirus is in Queens, NY wtf",2
6089,#Wuhan #Coronavirus face-mask ingenuity ?? https://t.co/MTlcETfcxJ,2
6090,#Wuhan #Coronavirus face-mask ingenuity ?? https://t.co/EQefkR1NFk,2
6091,#Wuhan #Coronavirus face-mask ingenuity ?? https://t.co/AktskybDX4,2
6092,"#Markets have been hit by the spread of #coronavirus in Asia. ?? The #economic #cost, particularly for #China, could be severe. ???? https://t.co/X74lbkPvNd https://t.co/kZUW9u7RB1",3
6093,#Wuhan #Coronavirus face-mask ingenuity ?? https://t.co/m5nLRxQRxK,3
6094,#Wuhan #Coronavirus face-mask ingenuity ?? https://t.co/UnJIAH8qkX,3
6095,#Wuhan #Coronavirus face-mask ingenuity ?? https://t.co/AbyWB3xESl,3
6096,"I know #coronavirusuk , she sang Rhythm of the Night ??",3
6097,"The novel #coronavirus is spreading fast.??????
It's contagious even during the incubation period.??

Taking proper precautions become extremely important at the moment!
See how you should protect yourself??

#EDAN #Wuhan #Healthcare #nCoV #wunderbarmedicaltech https://t.co/nrcv21Kg6h",3
6098,"?????? AS #coronavirus BECOMES GLOBAL THREAT, AMERICAN COMPANIES SUSPEND CHINA OPERATIONS ???? 

#LIVSOU #February2020 #CHINA #USA #Australia #ITALY #AVFC #Brexit #BreakingNews #animals #weekend #SundayFunday #SundayMotivation #SundayMorning #SundayThoughts
https://t.co/Wa003WFfq1",1
6099,"Mainstream English media, you need to pick up this story. China's censorship is spreading the #CoronaVirusCanada while its corrupt #redcross branches are killing front line doctors and nurses.  #wuhan #humanitariancrisis . ???????? @emilyrauhala",3
6100,"Won’t catch me slipping, promise ????. 
•
•
•
•
#healthiswealth #coronavirus #producergrind #fakenews #propaganda #needbeats #sendbeats #producergrind #beatstars https://t.co/4aMZpeMlDs",3
6101,Lmao ???? These #coronavirus memes are doing amazing https://t.co/d6tjzFt5Bh,3
6102,8th case of #Coronavirus confirms in Germany ??,1
6103,?? Coronavirus Update: Pandemic? @StefanMolyneux speaking with a Resident of Hong Kong on 1/30/20. #Coronavirus #CoronavirusOutbreak https://t.co/dmzIy8wPoK,1
6104,Fredo ain’t taking no chances when it comes to the #CoronaVirus ???? https://t.co/tB5wNahJA2,2
6105,"#Coronavirus now on the East Coast ????

$SPY $MSFT $AMZN $FB $SBUX $JPM $GOOG $JNJ $BABA $NKE $BAC $UNH $NVDA $DIS $VZ $ULTA $QQQ $MRK $WMT $NOW $NFLX $DECK $MELI $TSLA",2
6106,"#Coronavirus case in Boston is 1st in Massachusetts; 8th in the U.S.

Health officials said the man had recently traveled to #Wuhan, China, and sought medical attention upon returning to Massachusetts. ???? https://t.co/SXlz7NW3YL",2
6107,fuck this #CoronaVirus ...fuck #Fear. ??????,1
6108,"Watch full detailed analysis about #coronavirus In Hindi Language
#coronavirusindia #CoronaOutbreak #CoronavirusWho #CoronavirusSymptoms
Click here??:https://t.co/kvXbfsJhVQ https://t.co/v2eX8trSe0",2
6109,"??China reports outbreak of deadly #birdflu among chickens in Hunan province, close to #coronavirus epicentre of #Wuhan  https://t.co/fKzAKooFRn",3
6110,You think China is telling the truth about the body count ?? think again ?? #coronavirus #coronavirususa,2
6111,"The novel #coronavirus is spreading fast.??????
It's contagious even during the incubation period.??

Taking proper precautions become extremely important at the moment!
See how you should protect yourself??

#EDAN… https://t.co/JDUAXwsInF",2
6112,"It's so #Painful condition ??
 God bless you #China  in all other contries from #Coronavirus 
#coronavirusindia
#coronaviruschina 
#coronavirusPH https://t.co/eYh8cLyXCc",2
6113,Now we know what the “extra” is in corona #coronavirus ???????? https://t.co/pUjLoECH0a,2
6114,"First confirmed case in #Massachusetts, #Boston 

A man in his 20s who recently travelled to #Wuhan has tested positive

#CoronaVirus ??",1
6115,"Should you cancel your #flight ?? for #coronavirus ?? ???

???? https://t.co/mJPibqFZ2Q
-

#travel #airports #safety #coronarovirus #?????? #PrayForChina #MissAmericana    #BrexitDay #Medical #healthcare #healthy #INSURANCECOMPANY #Insurtech #insurance #fintech #Hospitals #Health",1
6116,One of the most heartbreaking things I've seen ????. #coronavirus #china #wuhan #babywithcoronavirus #broken #keephope,1
6117,"People in #Wuhan is trapped in their own homes due to #coronavirus, so they're shouting and singing to lift each other's spirit ?? https://t.co/ovLCWHY8uC",1
6118,"The warning at the entrance to York Hiospital's emergency department

#CoronaVirus ?? https://t.co/bCMCP1MbIa",1
6119,"Opinion | #Coronavirus Spreads, and the World Pays for China’s Dictatorship - The New York Times

??Totally sucks!

 https://t.co/1dfm2ht0Sz",1
6120,When the Chinese guy next to you starts coughing up a lung ?? #coronavirus #besafe https://t.co/vixT8mZUY9 https://t.co/EKl1m4eIv6,2
6121,Come on #media You are not scaring us enough. #CoronaVirus is not even in the top 30. Pump up the fear levels ?? https://t.co/vmCbBc3RbF,2
6122,Holy cow! ?? Literally!  These #CoronavirusOutbreak rumors are smtg else! It's like Dark Ages all over again!  And sinophobic psyop on overdrive!  Do not buy any of this bullshit,2
6123,"#Earnings vs #CoronaVirus - who will win in the #markets &amp; how You control risks ?? https://t.co/3Sz079jAST 

$SPY $QQQ $AMZN $PTON #stocks #StockNerds #StockMarket #bonds #China #Fed",3
6124,"50 people die from the #Coronavirus yet over 8,200 have died from the flu. What’s the real emergency? ???? #fearmongering #dontbuyit #fakenews",2
6125,"#Coronavirus USA ???? now at 8. Did you see how fast china went from 8 to 12k ??????

$SPY $MSFT $AMZN $FB $SBUX $JPM $GOOG $JNJ $BABA $NKE $BAC $UNH $NVDA $DIS $VZ $ULTA $QQQ $MRK $WMT $NOW $NFLX $DECK $MELI $TSLA",2
6126,"https://t.co/YyDyuYOFK8

Please do not underestimate the destructive spread of #CoronaVirus... This is not a drill.

#WuhanCoronaVirus #PublicHealth #Medicine #HealthCare #China #HealAmerica #USA ????????",2
6127,What the hell ?? #coronavirus,2
6128,This ?? #coronavirus #bioweapon,2
6129,Ridiculous!!! Why keep pets if throwing them out of buildings were the only way?! ???? #coronavirus,3
6130,"I here #coronavirus is having a moment! ??
#IDTwitter #nCoV2019 #funny #2019nCoV",2
6131,#CoronaVirus?? : A person infected with the virus films a surreal scene in a Chinese hospital. Hospital staff evacuate his deceased room neighbor.,2
6132,Truly heartbreaking moment ????a baby in China infected with #CORONAVIRUS https://t.co/6bzlQvgDUx,2
6133,"How #Coronavirus Damage Your #Mobile #PC and #Laptop - Be Safe
https://t.co/Gmtui3nmKE
Thanks @Kaspersky for informing us ????
#DroidAsia #YouTube #TechNews #TechVlog #TechBlog #TechYouTuber #HindiTechNews #OPPO #Realme #vivo
@stufflistings @AmreliaRuhez @ishanagarwal24 @iamsrk https://t.co/DhDbB8PnVL",2
6134,Breaking #coronavirus ??,3
6135,GHANA Listed Among Top Risk African Countries??. #coronavirus,2
6136,"Haba,
Why wouldn't #coronavirus have it's origins from China.
This isn't funny at all.
Please watch.?? https://t.co/fi4RJeIOrH",3
6137,#2019nCoV: Institut Pasteur (@institutpasteur) isolates strains of #coronavirus detected in France. https://t.co/3BtyGZmwPN ??????,2
6138,"#coronavirus 
BREAKING??
Body bags secretely filmed being smuggled out of homes.
Epidemic out of control.",2
6139,"To put the #Coronavirus into context;
????It’s barely infected 10’000 ppl ??
????While the flu has killed 10’000 Americans this season ??
- Bloomberg https://t.co/xy9RxmcV8O",3
6140,"This is why we should be skeptical of how well the Chinese government are dealing with #coronavirus problem.
??

China’s Senior Health Officials Struggle to Answer Questions about Coronavirus, as Another City is Under Full Lockdown https://t.co/QTJ0Ovudo3",2
6141,GHANA Listed Among Top Risk African Countries??. #coronavirus @NAkufoAddo,2
6142,"Friendly reminder to all the #coronavirus freaks out there that 8,000 people have died this year from the flu. 

Please include more hand washing and vaccination enthusiasm in your next tweet ??",2
6143,??Share far and wide please! ??Retweet ???? #Coronavirus #biowarfare #BillGates #vaccines #Coronaphobia,3
6144,"#coronavirus enveloped viruses, meaning they are one of the easiest to kill with the appropriate disinfectant product.https://t.co/FnIw6wsQj5 1/2 cup of Clorox® Disinfecting Bleach2 per gallon of water.https://t.co/DSiYJWTGfH https://t.co/fkwLGQV2Vh",2
6145,"Biden #slams Trump #response to #coronavirus epidemic: This is no time for ""#fearmongering"" ??

#MMV #MMVcompany
https://t.co/8Ll6DzuhCd",2
6146,"It’s just a common cold/flu, am I right guys? /s ???? #coronavirus",2
6147,??Massachusets #coronavirus,2
6148,"#NURSES THREATEN TO STRIKE IN #HONGKONG.....
#CoronaVirus  #borders 
VankaPro???????? 

Coronavirus Fears Lead Nurses To Threaten Strike In Hong Kong If Borders Aren't Shut https://t.co/olApvcppeP",1
6149,"Lol what do you guys think? CORONAVIRUS TO BUDLIGHTVIRUS??? 
#coronavirus #corona #budlightvirus  #budlight @BudLightCA https://t.co/siGaso6pTJ",3
6150,Did the #Pope knew about #coronavirus ?  ?? https://t.co/7W6FJ1iRLY,2
6151,"#coronavirus #nCoV2019 #nCoV_2019 

?? Eighth (8) case of #nCoV infection confirmed in Bavaria 

According to the bavarian Ministry of Health, it is a 33-year-old  employee of Webasto company, Stockdorf. He lives in Munich and is now in Schwabing Clinic. 
https://t.co/AnN6ApyXiN https://t.co/fE6d1zdCn5",3
6152,"??Scientists Explains #Coronavirus Might Be Tied To HIV!???? @NationalFile @realGETrump 

??????Uncensored Information: https://t.co/i5TB7EEfAH",1
6153,"What is #coronavirus and how is it #transmitted?

What you need to know about #coronaviruse ?

Common signs of the #infection include #respiratory symptoms, #fever, #cough, shortness of #breath and #breathing difficulties

#HIGHEST ? alert ? POSSIBLE

Video: 1/2 https://t.co/VaMGaH8h72",1
6154,you know Brexit fucked up UK when #coronoravirus is trending instead of #coronavirus ???????,1
6155,"""What actually happens if you get #coronavirus?""

https://t.co/L9prEs7mft

(new)

via @AsapSCIENCE @YouTube

#health @WHO_Turkey @mitchellmoffit @Whalewatchmeplz ??",1
6156,"#CoronaVirus #CoronavirusWho #ncoronavirus  #NPMA #nCoV19 #nCoV_2019 #nCoV2019 

Im sure #NCYT rampers wont wish to see this tweet so best you move on...??

https://t.co/E6CXhka4wQ

https://t.co/63jeUCcdeZ

https://t.co/lUJHxLpnSk

https://t.co/hDZnA5cIuv",1
6157,"uh-huh. u-huh. ????

#coronavirus 
#coronavirusPH",3
6158,"We are Selling Masks for protection in Swakop at all schools n every crowded place????
#thinklikechinese#coronavirus??????",1
6159,Sars vs 2019-nCoV ??comparing the 2 coronaviruses. This graph is terrifying #coronavirus,1
6160,Getting ready for #coronavirus ?? https://t.co/t55y84pQkG,2
6161,"#NewZealand #bar slammed for ‘tasteless’ #coronavirus promotion
               ??  ??  ??  ??
https://t.co/CA3ndzRKC9",3
6162,"Doctors are the real heroes! ?????? Wuhan, China 

#coronavirus https://t.co/lXR7LYHuV9",3
6163,Corona virus?? awareness survey: please take 1 minute for this 10 question YES/NO survey on #coronavirus so we can get a better understanding of the threat of the #2019_nCov spread &amp; the hope we have. PLZ SHARE. your answers mean everything to our research https://t.co/ZOIIH2o7pa,1
6164,I have tickets to see my fav @halsey soon but because of this #coronavirus i donnoooo i should cancel the plans ?? Im upset to say the least,3
6165,"??""There's something strange about the #Coronavirus.""  #Event201 #WarGames #Bioweapons #UNAgenda30 #Depopulation #BillGates??  WATCH, RESEARCH, LEARN, SHARE!!!  ~JB 

https://t.co/bFfApenlpo",1
6166,"Keep calm, carry on... ??

#Coronavirus #sprinter https://t.co/nH8jV72Das",1
6167,"#Coronavirus Is Not The ‘#Corona #Beer #Virus,’ What People Are #Googling.       ??     ??     ??

https://t.co/hFU0gc2jdu",1
6168,"UPDATE 01-02-2020

EUROPE: 

Good news, today Europe has not seen any new cases of the #coronavirus ?:

Germany: 7 (-) ????
France: 6 (-) ????
United Kingdom: 2 ???? (-)
Italy: 2 (-) ????
Sweden: 1 (-) ????
Spain: 1 (-) ????
Finland: 1 (-) ????

Total: 20 (-)",1
6169,"#coronavirus Field reporter, in #WuhanLockDown . The Communist government is in search of he ! I hope he doesn't will find it and that he survives the virus ????
Give him some support https://t.co/2nucErhTjS",1
6170,"UPDATE 01-02-2020

EUROPE: 

Good news, today Europe has not seen any new cases of the #coronavirus ?:

Germany: 7 (-) ????
France: 6 (-) ????
United Kingdom: 2 ???? (-)
Italy: 2 (-) ????
Sweden: 1 (-) ????
Spain: 1 (-) ????
Finland: 1 (-) ????

Total: 20 (-) https://t.co/Zw2iPCOunz",1
6171,"New #Coronavirus: evolution of the epidemic
 
??11,953 confirmed cases. 
??259 deaths
??23 affected countries

?? Read more on our website: https://t.co/3D4hF5pAhF https://t.co/6Fldys6fxF",1
6172,"UPDATE OCEANIA:

Today, 3 new infections have been reported in Oceania ??

Australia: 12 (+3) ????

#coronavirus https://t.co/Dt6YzXYoO1",1
6173,"?????? Fredo ain't tryna catch no Corona Virus ??????
.
.
Follow our page for updates ????
.
.
#fredo #coronavirus #laughs #jokes #banter #dytv #ukmusicscene #followthedrip https://t.co/faEdmHOFoO",1
6174,"What is #coronavirus and how is it #transmitted? Video: 2/2

What you need to know about #coronaviruse ?

Common signs of the #infection include #respiratory symptoms, #fever, #cough, shortness of #breath and #breathing difficulties

#HIGHEST ? alert ? POSSIBLE https://t.co/qAkYE4ZrGl",1
6175,"'Cow urine has a cure for #Coronavirus'????

According to him the secret to his fitness at the age of 76, is that “We drink urine and have extracts from her dung”.

Coronavirus can be treated with cow dung and urine: Indian leader https://t.co/dyQpEwcFwt",1
6176,Has someone wondered how this #coronavirus problem will help the planet to reduce notably the CO2 generation and the great impact from only one province of China to the global warming issue? ??,1
6177,"Is a single American death from #Coronavirus more outrageous than, for example, 30,000 from the flu because it’s not native to the US? What say the people who claim a moral equivalence between an American murdered by an illegal alien versus a US citizen? ?? #BuildTheWall",1
6178,#CORONAVIRUS REALLY BE FUCKING US ALL HARD DOE ???,1
6179,"?? Number of Cases by Country According to @WHO February 1 Report ??
 #coronavirus https://t.co/i1ZhgnSpOO",1
6180,"#coronarvirus #coronavirus #coronovirusoutbreak  California, Corona virus - Officials Confirm Bay Area's First Case of Coronavirus in Santa Clara county. ?? You can see the deaths, infected and recovered poll here. https://t.co/fSBPe9QlKV  
Please take precautions and be safe. ??",3
6181,"Coronavirus explainer: What we know, how it’s spread // #coronavirus Wash hands ?? stay healthy https://t.co/jeMRta9r8K",2
6182,I have created a playlist for collaboration from ANYONE WHO HAS INTEL ON THE #CORONAVIRUS #2019-ncoV Please add video links and I will watch and add them to the playlist. This may help in diagnosis / treatment /prevention and save lives Thank you.??https://t.co/Bbg4zeEbBs,2
6183,"??We need every single country to participate and fight #Coronavirus!!!!??

Please sign this petition to support Taiwan to join World Health Organization!

It's time for us to pitch in and not let China play politics anymore!

https://t.co/JtZgwrPXTN",2
6184,#coronavirus I know..no cases in #indonesia strange right? Sssstt ?? https://t.co/8XChqBINKp,2
6185,"BREAKING??
#CORONAVIRUS
Screaming woman refuses to be quarantined.
Watch.",2
6186,"Very interesting and worrying study from  September 2019 - https://t.co/XVCzuheuSi 
?? see thread #coronavirus",2
6187,#Coronavirus is already in #Massachusetts ??,2
6188,Ahhhh the memes just keep on coming with #coronavirus ?????????????? https://t.co/XaTF1a8qyr,2
6189,"#HKTales
Citizens are anxious about the stock of masks amid the fear for #coronavirus. Yet my mother received this gift from a girl distributing masks to the elderly. She thought it's arranged by the church, but I saw the slogan ""Liberate #HongKong, revolution of our time"", ??pal",1
6190,"How do you get #coronavirus trending as #coronoravirus ....
And when we're at it, stop comparing influenza with nCoV, it's ridiculous, two different categories and if nCoV would be as widespread as the influenza is, it would kill at least 60 to 100M per year. They're different ??",1
6191,"#coronavirus #update Feb 1

?? Death toll in #China climbs to 259
?? More than 11,700 confirmed cases
?? US declares public health emergency
?? 8th case confirmed in the USA, 1st in #Massachusetts !!
??Spain confirmed 1st case 

#2019nCoV #Breaking #USA #CoronavirusOutbreak https://t.co/3r2MPpTVhU",2
6192,"??With reports by Bloomberg of #coronavirus in feces and diarrhea, the question of the poo of citizens in quanrantine from China becomes a point to address to rule out building up of virus in water reservoir of communities.",1
6193,"There’s a “they” and They want to control the #coronavirus narrative ??

@WHO @NIH @VlanciPictures @DavidBCollum",1
6194,"they got misspelled #coronavirus trending ?? 
2020 is interesting
 #coronoravirus ??",1
6195,"Shameful and unacceptable! ?? #coronavirus 
https://t.co/1m7K9d7qE3",2
6196,"#coronavirus
MARCH 2020 sale of Corona beer + 350% ??",2
6197,Just checked these #Dettol wipes for the #coronavirus wording on the packet?? I thought this was a new virus ? #coronavirusuk https://t.co/TuHx3ziO2V,2
6198,"There's a lot of media hype around the #coronavirus that has originated in Wuhan, China. 
We're prepared for 'if' it rears its head here in the UK on a larger scale. 
It's being contained well. Let's keep it that way! ????",3
6199,The Photo Larry® Daily Gazette is out! https://t.co/mfgRl2M10q #brexit #coronavirus,2
6200,#Heartgang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #coronavirus #February1st #BooHillary #LEICHE #LIVSOU ???? https://t.co/MPelm9rZlx,2
6201,"LIVE on #Periscope: #Heartgang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #coronavirus #February1st #BooHillary #LEICHE #LIVSOU ????

https://t.co/hqYk8elboL",2
6202,"Amazing! She’s raised &amp; donated nearly $15,000 in medical supplies to #Wuhan hospitals for the #coronavirus outbreak 

Her family is from Wuhan, but she lives in Chicago ??

LINK: https://t.co/jegF5A9f4C @cbschicago https://t.co/J2whkPxV4h",3
6203,Guys Please Tell cockroaches not to be infected by #coronavirus this insects are all over now ??????????????,3
6204,"The new hospital they are building in #Wuhan has 5G!  
Patients suffering from a novel #coronavirus gonna have some wicked fast internet ?? 

#5G #Huawei #China #WuhanCoronavirus #coronoravirus #coronarovirus #WuhanPneumonia #nCoV2019 https://t.co/GyfEzwNtcs",2
6205,"LIVE on #Periscope: #Heartgang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #coronavirus #February1st #BooHillary #LEICHE #LIVSOU ??????

https://t.co/hqYk8elboL",3
6206,"Britannia Hospital is yet to debunk this rumor of #coronavirus in Lekki. In this present digital age, there's a need for all brands/companies to have a social media presence. The hospital doesn't even have a social media account ??",2
6207,?? #Coronavirus: Preparing a Contagion Survival Kit! #CoronavirusOutbreak https://t.co/pFc7bJa7pY,3
6208,"UPDATE OCEANIA:Today, 3 new infections have been reported in Oceania ??Australia: 12 (+3) ????#coronavirus https://t.co/jSHlhgCpWi https://t.co/rxxtm3CbPP https://t.co/84mZy8PV0I",1
6209,Firstly #coronavirus and now #birdflu spreading in China! What next!! I hope all this can get under control ASAP! I might hibernate if it comes anywhere near Glasgow!!! ??,2
6210,"LIVE on #Periscope: #Heartgang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #coronavirus #February1st #BooHillary #LEICHE #LIVSOU ????

https://t.co/hqYk8elboL",2
6211,1) Seafood market not the source. 2) This RNA #coronavirus mutates really fast. 3) ?? has unusual middle segment never seen before . 4) Not from recent mixing. 5) That mystery middle segment encodes protein responsible for entry into host cells. https://t.co/DWZMwcdXOO,3
6212,#Wuhan Got You All In Check Or Whatever #BustaRhymes Said ????????????????????????????? #CoronaVirus #UFC #MMA #FightNight #LOL #LMFAO #DWL #Comedy #Comedian #PaulBeBuggin #TheseAintJokes #PremiumDisrespect https://t.co/RODIZZtzP5,3
6213,"#URGENT - Another confirmed case of deadly #coronavirus in Germany!

Thanks to @Ahm0os ??

#nCoV2019 #Germany 
#CoronavirusOutbreak
 #WuhanCoronavius",3
6214,"LIVE on #Periscope: #Heartgang Will Follow All Back #SpreadLuv PlzShare &amp; Follow #coronavirus #February1st #BooHillary #LEICHE #LIVSOU ????

https://t.co/hqYk8eCMNl",2
6215,"LIVE on #Periscope: #Heartgang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #coronavirus #February1st #BooHillary #LEICHE #LIVSOU ????

https://t.co/hqYk8elboL",3
6216,"Local reports about it directly from Russia #Russia #Chinese #China #Tourism #Virus #coronavirus

Follow the story in real time here
??????
https://t.co/xclNtorJVE
??????

https://t.co/9B026Mq8Li",3
6217,"PSA: If the #coronavirus was ""bioengineered', they did a piss poor job. Mortality rate at present is 2%. That's the same as seasonal influenza. ??",2
6218,"Britannia Hospital is yet to debunk this rumor of #coronavirus in Lekki. In this present digital age, there's a need for all brands/companies to have a social media presence. The hospital doesn't even have an active social media account ?? @Gidi_Traffic",3
6219,"India just announced that the #coronavirus had at least 4 protein inserts from HIV, which is a sign of engineering, leading them to believe this was an engineered bioweapon ?? https://t.co/WMMIO3lNuF",2
6220,"LIVE on #Periscope: #Heartgang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #coronavirus #February1st #BooHillary #LEICHE #LIVSOU ????????

https://t.co/hqYk8elboL",1
6221,Out with the family for Lisa’s 40th first beer ?? off the year just hoping I don’t get the virus #coronavirus https://t.co/1yFyOzvN95,1
6222,#Coronavirus with a mutant HIV-1 segment that enhances cell entry? Talk about a bioweapon... ??,1
6223,"LIVE on #Periscope: #Heartgang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #coronavirus #M05FCB #MUNWOL #BBllbKitui #kobe&amp;gigi #IncomeTax ??????

https://t.co/91jQQ3pj0E",1
6224,"LIVE on #Periscope: #Heartgang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #coronavirus #M05FCB #MUNWOL #BBllbKitui #IncomeTax ?????? #KobeTribute

https://t.co/91jQQ3pj0E",1
6225,"LIVE on #Periscope: #Heartgang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #coronavirus #M05FCB #MUNWOL #BBllbKitui #IncomeTax ??

https://t.co/91jQQ3pj0E",1
6226,So the #coronavirus has made its way to the UK i swear if i get killed by this fucker when im so close to finally having good internet after years of waiting im going straight to hell because ill kick gods ass for denying me my internet ??????,1
6227,"LIVE on #Periscope: #Heartgang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #coronavirus #M05FCB #MUNWOL #BBllbKitui #IncomeTax ??????mm

https://t.co/91jQQ3pj0E",1
6228,"LIVE on #Periscope: #Heartgang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #coronavirus #M05FCB #MUNWOL #BBllbKitui #IncomeTax ??

https://t.co/91jQQ3pj0E",1
6229,"#Coronavirus ?? 

#ThreeShotsHeardAroundTheWorld this week..

#KobeByrant #CoronaVaccine #MarALagoShooting 

#QAnon",1
6230,"LIVE on #Periscope: #Heartgang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #coronavirus #M05FCB #MUNWOL #BBllbKitui #IncomeTax ????????????

https://t.co/91jQQ3pj0E",1
6231,"Wait, the death toll in China went from 259 to 12,000 ??#coronavirus",1
6232,"LIVE on #Periscope: #Heartgang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #coronavirus #M05FCB #MUNWOL #BBllbKitui #IncomeTax ??????????

https://t.co/91jQQ3pj0E",2
6233,"You give me protective suits, I give you your citizens. ?? #coronavirus #germany #japan #korea #usa",1
6234,"i woke up from a nap and there’s a confirmed #coronavirus case in boston. boston friends, be careful pls ??",1
6235,"LIVE on #Periscope: #Heartgang Follow Back #SpreadLuv Plz Share &amp; Follow #coronavirus #M05FCB #MUNWOL #BBllbKitui #IncomeTax ??????

https://t.co/91jQQ3pj0E",1
6236,"Of all the bat-shit crazy things I've heard about this #Coronavirus, this is easily the dumbest and stupidest so far! ?????????????

https://t.co/ApX2AO7xlO",1
6237,#AvianFlu could be even worse than #BatFlu or #coronavirus in terms of velocity of contagion. ?? ?? ??,2
6238,"Don’t worry folks, the flu is way worse. ?? #coronavirus https://t.co/9DvYUYM24Z",1
6239,This lady is sharing her insight on China and the #coronavirus . I’m following ????,1
6240,"LIVE on #Periscope: #Heartgang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #coronavirus #M05FCB #MUNWOL #BBllbKitui #IncomeTax ????????

https://t.co/91jQQ3pj0E",2
6241,"Mr. Cotton quoting Lancet report that 14 of the first 40 #coronavirus cases, including Patient Zero did NOT originate from food market. Mentions wohan lvl 4 Lab where coronavirus was studied. 
??????????????????",1
6242,"""...and he's quarantined at home by himself.""

(immediately wonders just how bad #coronavirus could actually be ????) https://t.co/mDIvpyBEWa",1
6243,"?? Adapt, improvise, overcome!
.
.
.
??@nurselifern
#coronavirus #ncov 
#nurselife #nurseproblems #scrublife #nursesbelike #nurseonduty #nursesunite #nurseprobs #instanurse #nursingstudent
#nursehumor #furnishedfinder #travelnursehousing #nursememe #nursememes https://t.co/Yzrcd1HUBE",2
6244,"Life goes on ??
This is how people kill time stuck at home amid #coronavirus outbreak in #China ??????",1
6245,"LIVE on #Periscope: #Heartgang Will Follow Back #SpreadLuv Plz Share Follow #coronavirus #M05FCB #MUNWOL #BBllbKitui #IncomeTax ??????

https://t.co/91jQQ3pj0E",1
6246,"LIVE on #Periscope: #Heartgang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #coronavirus #M05FCB #MUNWOL #BBllbKitui #IncomeTax ??????????

https://t.co/91jQQ3pj0E",3
6247,"https://t.co/9aDoh2FOCr
Report @Timcast 
wtf is going on in China? ??
#coronavirus",3
